,cleaned,class
5190,@USER i like tweeting you like this wen yu are not talking to all yo hoes i be like ill wait,0
5191,@USER i am tired of dat bitch man,0
5192,@USER all the great qbs fold under pressure gshit if you blitz peyton ass he gon gook out,0
5193,@USER its always a white bitch doing something op laugh out loud like they give zero fucks when it comes to dick ,0
5194,@USER that white bitch is a g for choppin that whole line of niggas ,0
5195,@USER i am about to miss smiley and graham and daniel though they were pretty cool to me when i was there i am about to beat andrews bitch ass every day,0
5196,@USER haha i was about to say damn i just called you a bad bitch i mean mean bitch lmfao,0
5197,@USER quit using song lyrics queer,0
5198,@USER janemba is better than yo pussy ass,0
5199,@USER bitch its not til thursday,0
5200,@USER @USER daggone it twins kick it up a notch time to beat the yankees,1
5201,@USER only good thing about this season firecashman ,1
5202,@USER scores do not matter in spring training man,1
5203,@USER and we all fell asleep @USER,1
5204,@USER go away already @USER,1
5205,@USER is not that kind of saying the braves will not make it to the world series laugh out loud,1
5206,@USER probably time to put this twitter feed to bed nyy,1
5207,@USER team sucks,1
5208,@USER ugh,1
5209,@USER pussy watch it nuh mi neva lov mon badmon,0
5210,@USER way other hoes boo,0
5211,@USER whatever neymar trash,1
5212,@USER i hate that faggot he so corny,0
5213,@USER man mexicans in houston love their high school freshman hoes,0
5214,@USER yeah people know hes not trash but his game is limited and it showed late in games against po land,1
5215,@USER way to take orders like a little bitch bitch,0
5216,@USER home coon,1
5217,@USER bitches better watch out because were running the tables tonight ,0
5218,@USER hey send me your songs i need to put them hoes on a cd and bang them when i ride around,0
5219,@USER i want my poms back lmfao,1
5220,@USER i was born yellow,1
5221,@USER i agree you never know she may have been begging to get dropped makes her pussy wet guaranteed she married him right after ,0
5222,@USER hahaha made ya eat crow,1
5223,@USER i am crazy and wayne can rap about pussy songs in a row,0
5224,@USER laugh out loud girl these bitches crazy,0
5225,@USER got me feelin like trappin are not dead got me ready to call the guala salute da truth seenitall seenitalltheautobiography,1
5226,@USER nahh bitch yu always playn yu almost got her feelings hu ,0
5227,@USER the fuck das wat bitches wit uh fuckd up mouf do ,0
5228,@USER @USER i wish you wood like a tree in this bitch,0
5229,@USER i wish you wood like a tree in this bitch,0
5230,@USER gay fags,0
5231,@USER like a tree in this bitch asshat,0
5232,@USER @USER @USER that bitch already got past demons in herseeding her up just gone fuse more,0
5233,@USER @USER nicca fucc yu,0
5234,@USER @USER laugh out loud send dat nicca clean out talmbout some n what if he really is ,0
5235,@USER i said pussy dat ass what be on yo tongue boy,0
5236,@USER laugh out loud da only reason i cannot talk bout da present is cuz my nicca hu n are not played all yr,0
5237,@USER @USER need to sta mcbob because williams only shoot let him play with bird,1
5238,@USER everybody in dot moboredmickey factz when you battled clips he wore some ancient hong kong shit different colored hitops,0
5239,@USER my lifestyles raw dog one magnum will put a dickhead in the hole and that was cumin out of the pussy lips,0
5240,@USER hoe meter went off,0
5241,@USER shit ill pay the premium to get away from these anything ass hoes,0
5242,@USER bitch,0
5243,@USER @USER swear to god log on later i am posting the score on every social network you bitch ass nigga,0
5244,@USER nah he pussy he will not,0
5245,@USER @USER sup fat bitch,0
5246,@USER someone told me cuz some people like to use it as bitch some females do not like being calles female but meh shrugs,0
5247,@USER one sick bitch,0
5248,@USER the little girl tom sawyer gets trapped in the cave along with injun joe and almost die injun joe dies and they find his treasure,1
5249,@USER @USER we take your bitch then recieve head from your mom,0
5250,@USER fasho fasho hurry ya ass up nicca,0
5251,@USER wow i love how you called yourself a slut but no really you would not ever cheat on a girl bitches are so dumb,0
5252,@USER thirsty hoes ,0
5253,@USER they got some cold white hoes in knoxville though do not they right there on the strip boa,0
5254,@USER i called people kikes and a lot of fucks,0
5255,@USER thirsty hoe,0
5256,@USER you pussy,0
5257,@USER laugh out loud cracker,0
5258,@USER @USER no i like pussy why would i be ashamed of that,0
5259,@USER photoshop putting my head on fags is not proof,0
5260,@USER the fuck r you talking about i told you once and am going to tell you against nigga i love white bitch gtf bro,0
5261,@USER yeet we got to do at least and drop them bitches in like month intervals or some shit,0
5262,@USER @USER i am jus tryn figure out when all dem niccas was together like dat,0
5263,@USER finger my throbbing pussy flaps,0
5264,@USER bitch tryna get in for free promoting n shit laughing my ass offoo i see you in tha cut,0
5265,@USER eat bitch,0
5266,@USER meet up eat bitch,0
5267,@USER meet up so i can molly whoop yo bitch ass,0
5268,@USER naw nigga what is up with them hands what happened to the shit you was talking a couple a months ago eat bitch,0
5269,@USER katy and clear lake hoes,0
5270,@USER how is he supposed to attract bitches in a tutu though ,0
5271,@USER you will and hes going to get all dem bitches ,0
5272,@USER fags,0
5273,@USER @USER @USER classic drunk ca er texts never fail hey stfu i am coming over oops i am here come the fuck outside bitch,0
5274,@USER fag,0
5275,@USER how about you @ me bitch,0
5276,@USER laugh out loud bitch i am indian you op,0
5277,@USER well at least if you are going to do somthing you do it and do not bitch out even when its the wrong thing ,0
5278,@USER aw drake is do you sit in the corner and cry when you listen to him lmfao pussy dick rider how drakes cock taste faggot,0
5279,@USER cool cool fuck wit you too nicca,0
5280,@USER thirsty ass hoe go to sleep ,0
5281,@USER bro you trash at that zombies,1
5282,@USER what happened to going fishing bitch,0
5283,@USER if it continues i turn pussy laugh out loud,0
5284,@USER no hoe,0
5285,@USER @USER point a ppint an bitch ,0
5286,@USER bitch i died when i read that,0
5287,@USER bitch wea you going,0
5288,@USER lmfao bitch was i talking to you ,0
5289,@USER yess bitch messy,0
5290,@USER bitch so they cannot hold a real nigga down fa long bruh ask mama to pay this ticket fa me,0
5291,@USER you so fucking nasty you got held to the wrong pussy i am telling you bet not ever kiss me again i am breaking up w you,0
5292,@USER skate trash skate had goat dlc,1
5293,@USER ahh i am too much of a bitch to live off campus i get lazy and would not want to drive home ,0
5294,@USER your picture makes you look like a serious fag justsayin laugh out loud,0
5295,@USER laugh out loud its possible that a hoe can treat you the right way but will she love you the right way no a hoe will be a hoe,0
5296,@USER laugh out loud just think about it there is a right way a wrong way to love someone a hoe may just love you for what you got,0
5297,@USER @USER yalls are all little punk ass bitches doe,0
5298,@USER @USER tf do i look like delivery bitch or what ahaha,0
5299,@USER @USER he should i got tired of hearing how he can eat pussy ways like damn ,0
5300,@USER i have tried i always hit altf and eat mega stuffed oreos because i cannot figure out those programs laugh out loud,1
5301,@USER orr why thts my lor bae though wyd why you fucking up hoe,0
5302,@USER look at what you just said lls new era girl bye kill bitches w kindness wht cousin,0
5303,@USER not what i said i want a dj to mix the track regardless for their own use the video gon be dumb retarded with the reg versi,0
5304,@USER are not nobody got no time fo dat ghetto black lady voice,0
5305,@USER @USER that is why we had regular season losses you are retarded,0
5306,@USER @USER fuck all you hoes laugh out loud,0
5307,@USER its swag bitch aha,0
5308,@USER faggots old people people who cannot drive drunk people,0
5309,@USER fuck brett farve redneck ass he stuckup he do not give a damn laugh out loud he be on campus acting like he the shit,0
5310,@USER you will make the team them niggas trash laugh out loud,0
5311,@USER @USER not even sure bro i am ignoring these hu bitches tonightlol,0
5312,@USER its a song ion kno y he referred to his future wife as a bitch,0
5313,@USER bitches love some alex from target ,0
5314,@USER somebody looks like the die on the first tubes on flappy bird laugh out loud,1
5315,@USER @USER back off ya queer bag,0
5316,@USER i got to find them i know cali got them hoes,0
5317,@USER laughing my ass offoo boy thought he ws all type of right spelling that hoe,0
5318,@USER the bird gone run from your ass,0
5319,@USER tracy morgan is a sad comparison come on try again dwight howard is the most accurate stupid monkey,1
5320,@USER @USER niggah i am not yo lil bro the fuck,0
5321,@USER what niggah,0
5322,@USER i am colored are not supposed to be no good influence,0
5323,@USER me bitch,0
5324,@USER thepp that is my bitch,0
5325,@USER der st of all her songs are actually good compared to the other trash she is such a showman omg,1
5326,@USER that hoe over that,0
5327,@USER @USER stfu with that what i am going to do and just fuck oh pussy ads nigga,0
5328,@USER @USER @USER am the bitch but you the one steady talking stfu and be bout shit hoe ass nigga,0
5329,@USER @USER @USER i said i was from where stop putting words in my mouth that is something a bitch would do,0
5330,@USER i do not got any beef with you but tell yo boy alex to stop acting like bitch and bring his duck ass up here,0
5331,@USER @USER @USER @USER who ok rightwing teabaggers gun nuts like harris hell even fucking cops,0
5332,@USER nigger,0
5333,@USER miss you bitch,0
5334,@USER jenny says you are an evil bitch,0
5335,@USER fags,0
5336,@USER i kind of figured a lil bit when you said bitch you cute,0
